Crop,Year,State,Area (\'000 Hectares),Production (\'000 Tonnes),Yield (Kg per Ha))
Sorghum (Jowar),2003-04,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2004-05,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2005-06,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2006-07,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2007-08,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2008-09,Dadra Nagar Haveli,0.5,0.4,800
Sorghum (Jowar),2009-10,Dadra Nagar Haveli,0.53,0.42,800.38
Sorghum (Jowar),2010-11,Dadra Nagar Haveli,0.41,0.45,"1,101.23"
Sorghum (Jowar),2011-12,Dadra Nagar Haveli,0.44,0.35,795.45
Sorghum (Jowar),2012-13,Dadra Nagar Haveli,0.48,0.38,800
Sorghum (Jowar),2013-14,Dadra Nagar Haveli,0.45,0.36,800
Sorghum (Jowar),2014-15,Dadra Nagar Haveli,0.47,0.37,787.23
Sorghum (Jowar),2015-16,Dadra Nagar Haveli,0,0,
Sorghum (Jowar),2016-17,Dadra Nagar Haveli,0.01,0.01,"2,200.00"
Sorghum (Jowar),2017-18,Dadra Nagar Haveli,0.01,0.01,"2,200.00"
Sorghum (Jowar),1966-67,Delhi,10.2,3.3,323.53
Sorghum (Jowar),1967-68,Delhi,11.8,2,169.49
Sorghum (Jowar),1968-69,Delhi,8,2.7,337.5
Sorghum (Jowar),1969-70,Delhi,7.9,3.1,392.41
Sorghum (Jowar),1970-71,Delhi,10.4,4,384.62
Sorghum (Jowar),1971-72,Delhi,9.5,3.2,336.84
Sorghum (Jowar),1972-73,Delhi,10.1,3.9,386.14
Sorghum (Jowar),1973-74,Delhi,9.4,3.7,393.62
Sorghum (Jowar),1974-75,Delhi,8,3.5,437.5
Sorghum (Jowar),1975-76,Delhi,9,3.5,388.89
Sorghum (Jowar),1976-77,Delhi,7,1.9,271.43
Sorghum (Jowar),1977-78,Delhi,6,2.8,466.67
Sorghum (Jowar),1978-79,Delhi,9.4,3.6,382.98
Sorghum (Jowar),1979-80,Delhi,6.3,2.7,428.57
Sorghum (Jowar),1980-81,Delhi,8,3.6,450
Sorghum (Jowar),1981-82,Delhi,10.3,4.2,407.77
Sorghum (Jowar),1982-83,Delhi,12.6,4.2,333.33
Sorghum (Jowar),1983-84,Delhi,12.7,4.9,385.83
Sorghum (Jowar),1984-85,Delhi,13.5,5.5,407.41
Sorghum (Jowar),1985-86,Delhi,8.8,3.8,431.82
Sorghum (Jowar),1986-87,Delhi,13.6,6.3,463.24
Sorghum (Jowar),1987-88,Delhi,10.3,4.5,436.89
Sorghum (Jowar),1988-89,Delhi,17.3,7.6,439.31
Sorghum (Jowar),1989-90,Delhi,9.6,4.6,479.17
Sorghum (Jowar),1990-91,Delhi,14.9,6.7,449.66
Sorghum (Jowar),1991-92,Delhi,11.1,4.5,405.41
Sorghum (Jowar),1992-93,Delhi,11.4,5.3,464.91
Sorghum (Jowar),1993-94,Delhi,9.9,4.7,474.75
Sorghum (Jowar),1994-95,Delhi,9.9,4.7,474.75
Sorghum (Jowar),1995-96,Delhi,8.8,4,454.55
Sorghum (Jowar),1996-97,Delhi,5.8,2.6,448.28
Sorghum (Jowar),1997-98,Delhi,5.5,2.1,381.82
Sorghum (Jowar),1998-99,Delhi,9.1,4.1,450.55
Sorghum (Jowar),1999-00,Delhi,8.5,3.7,435.29
Sorghum (Jowar),2000-01,Delhi,8.6,3.7,430.23
Sorghum (Jowar),2001-02,Delhi,8.6,4.4,511.63
Sorghum (Jowar),2002-03,Delhi,9.3,4,430.11
Sorghum (Jowar),2003-04,Delhi,2.6,4.1,"1,576.92"
Sorghum (Jowar),2004-05,Delhi,8.5,10.5,"1,235.29"
Sorghum (Jowar),2005-06,Delhi,8.9,10.5,"1,179.78"
Sorghum (Jowar),2006-07,Delhi,8.8,10.9,"1,238.64"
Sorghum (Jowar),2007-08,Delhi,8.8,8.3,943.18
Sorghum (Jowar),2008-09,Delhi,8.8,8.5,965.91
Sorghum (Jowar),2009-10,Delhi,3.28,3.18,969.82
Sorghum (Jowar),2010-11,Delhi,3.37,3.25,965.82
Sorghum (Jowar),2011-12,Delhi,3.14,30.33,"9,659.24"
Sorghum (Jowar),2012-13,Delhi,2.9,2.8,965.52
Sorghum (Jowar),2013-14,Delhi,3.24,2.95,910.49
Sorghum (Jowar),2014-15,Delhi,3.24,3.13,966.05
Sorghum (Jowar),2015-16,Delhi,3.24,3.11,960.21
Sorghum (Jowar),2016-17,Delhi,3.19,3.07,959.91
Sorghum (Jowar),2017-18,Delhi,3.16,3.03,960
Sorghum (Jowar),2018-19,Delhi,3.16,3.04,961
Sorghum (Jowar),2019-20,Delhi,3.15,3,952.38
Sorghum (Jowar),1966-67,Gujarat,"1,285.20",324,252.1
Sorghum (Jowar),1967-68,Gujarat,"1,354.90",400.5,295.59
Sorghum (Jowar),1968-69,Gujarat,"1,296.30",316.6,244.23
Sorghum (Jowar),1969-70,Gujarat,"1,315.00",386.6,293.99
Sorghum (Jowar),1970-71,Gujarat,"1,333.50",496.4,372.25
Sorghum (Jowar),1971-72,Gujarat,"1,196.80",482.7,403.33
Sorghum (Jowar),1972-73,Gujarat,"1,014.60",212.9,209.84
Sorghum (Jowar),1973-74,Gujarat,"1,000.80",431.7,431.35
Sorghum (Jowar),1974-75,Gujarat,896.4,319.6,356.54
Sorghum (Jowar),1975-76,Gujarat,"1,094.50",554.2,506.35
Sorghum (Jowar),1976-77,Gujarat,"1,043.70",580.7,556.39
Sorghum (Jowar),1977-78,Gujarat,"1,032.20",553.4,536.14
Sorghum (Jowar),1978-79,Gujarat,"1,026.60",577.3,562.34
Sorghum (Jowar),1979-80,Gujarat,946.48,557.4,588.92
Sorghum (Jowar),1980-81,Gujarat,905.9,583,643.56
Sorghum (Jowar),1981-82,Gujarat,938.1,564.3,601.54
Sorghum (Jowar),1982-83,Gujarat,984,487.9,495.83
Sorghum (Jowar),1983-84,Gujarat,947.6,582,614.18
Sorghum (Jowar),1984-85,Gujarat,874.4,499.7,571.48
Sorghum (Jowar),1985-86,Gujarat,893.5,354.9,397.2
Sorghum (Jowar),1986-87,Gujarat,882.1,245.1,277.86
Sorghum (Jowar),1987-88,Gujarat,525.6,125.2,238.2
Sorghum (Jowar),1988-89,Gujarat,780.8,425.1,544.44
Sorghum (Jowar),1989-90,Gujarat,872.7,433.3,496.51
Sorghum (Jowar),1990-91,Gujarat,852.7,379,444.47
Sorghum (Jowar),1991-92,Gujarat,509,199.2,391.36
Sorghum (Jowar),1992-93,Gujarat,448.5,323.6,721.52
Sorghum (Jowar),1993-94,Gujarat,376.2,280.1,744.55
Sorghum (Jowar),1994-95,Gujarat,344.1,191.6,556.81
Sorghum (Jowar),1995-96,Gujarat,324.8,233.4,718.6
Sorghum (Jowar),1996-97,Gujarat,348.2,310.5,891.73
Sorghum (Jowar),1997-98,Gujarat,283.6,228.6,806.06
Sorghum (Jowar),1998-99,Gujarat,239,212,887.03
Sorghum (Jowar),1999-00,Gujarat,216.1,260,"1,203.15"
Sorghum (Jowar),2000-01,Gujarat,163,98,601.23
Sorghum (Jowar),2001-02,Gujarat,182.4,169.3,928.18
Sorghum (Jowar),2002-03,Gujarat,156.1,121.7,779.63
Sorghum (Jowar),2003-04,Gujarat,172.6,173.6,"1,005.79"
Sorghum (Jowar),2004-05,Gujarat,179.8,207.5,"1,154.06"
Sorghum (Jowar),2005-06,Gujarat,130,148,"1,138.46"
Sorghum (Jowar),2006-07,Gujarat,124,103,830.65
Sorghum (Jowar),2007-08,Gujarat,128,157,"1,226.56"
Sorghum (Jowar),2008-09,Gujarat,174,208,"1,195.40"
Sorghum (Jowar),2009-10,Gujarat,163,171,"1,049.08"
Sorghum (Jowar),2010-11,Gujarat,125,139,"1,112.00"
Sorghum (Jowar),2011-12,Gujarat,124,139,"1,120.97"
Sorghum (Jowar),2012-13,Gujarat,80,107,"1,337.50"
Sorghum (Jowar),2013-14,Gujarat,128,175,"1,367.19"
Sorghum (Jowar),2014-15,Gujarat,145,195.7,"1,349.66"
Sorghum (Jowar),2015-16,Gujarat,103,138,"1,339.81"
Sorghum (Jowar),2016-17,Gujarat,106,150,"1,415.09"
Sorghum (Jowar),2017-18,Gujarat,91,125.04,"1,374.01"
Sorghum (Jowar),2018-19,Gujarat,,,
Sorghum (Jowar),2019-20,Gujarat,,,
Sorghum (Jowar),2018-19,Gujarat,75.5,96.47,"1,277.70"
Sorghum (Jowar),2019-20,Gujarat,48.92,67.16,"1,372.83"
Sorghum (Jowar),1966-67,Haryana,270,49,181.48
Sorghum (Jowar),1967-68,Haryana,293,58,197.95
Sorghum (Jowar),1968-69,Haryana,209,26,124.4
Sorghum (Jowar),1969-70,Haryana,234,55,235.04
Sorghum (Jowar),1970-71,Haryana,207,57,275.36
Sorghum (Jowar),1971-72,Haryana,194,45,231.96
Sorghum (Jowar),1972-73,Haryana,189,55,291.01
Sorghum (Jowar),1973-74,Haryana,186.5,55,294.91
Sorghum (Jowar),1974-75,Haryana,161.4,38,235.44
Sorghum (Jowar),1975-76,Haryana,162.7,35,215.12
Sorghum (Jowar),1976-77,Haryana,183,37,202.19
Sorghum (Jowar),1977-78,Haryana,174,21,120.69
Sorghum (Jowar),1978-79,Haryana,146,26,178.08
Sorghum (Jowar),1979-80,Haryana,133,29,218.05
Sorghum (Jowar),1980-81,Haryana,136,48,352.94
Sorghum (Jowar),1981-82,Haryana,118,32,271.19
Sorghum (Jowar),1982-83,Haryana,116,28,241.38
Sorghum (Jowar),1983-84,Haryana,152,20,131.58
Sorghum (Jowar),1984-85,Haryana,152,44,289.47
Sorghum (Jowar),1985-86,Haryana,115,28,243.48
Sorghum (Jowar),1986-87,Haryana,151,41,271.52
Sorghum (Jowar),1987-88,Haryana,138,15,108.7
Sorghum (Jowar),1988-89,Haryana,154,39,253.25
Sorghum (Jowar),1989-90,Haryana,109,27,247.71
Sorghum (Jowar),1990-91,Haryana,130,65,500
Sorghum (Jowar),1991-92,Haryana,103,29,281.55
Sorghum (Jowar),1992-93,Haryana,119,47,394.96
Sorghum (Jowar),1993-94,Haryana,90,25,277.78
Sorghum (Jowar),1994-95,Haryana,113,30,265.49
Sorghum (Jowar),1995-96,Haryana,126,30,238.1
Sorghum (Jowar),1996-97,Haryana,130,30,230.77
Sorghum (Jowar),1997-98,Haryana,133,32,240.6
Sorghum (Jowar),1998-99,Haryana,129,25,193.8
Sorghum (Jowar),1999-00,Haryana,112,22,196.43
Sorghum (Jowar),2000-01,Haryana,109,23,211.01
Sorghum (Jowar),2001-02,Haryana,104,22,211.54
Sorghum (Jowar),2002-03,Haryana,113,22,194.69
Sorghum (Jowar),2003-04,Haryana,101,26,257.43
Sorghum (Jowar),2004-05,Haryana,96,26,270.83
Sorghum (Jowar),2005-06,Haryana,88,24,272.73
Sorghum (Jowar),2006-07,Haryana,91,26,285.71
Sorghum (Jowar),2007-08,Haryana,86,39,453.49
Sorghum (Jowar),2008-09,Haryana,81,41,506.17
Sorghum (Jowar),2009-10,Haryana,72,36,500
Sorghum (Jowar),2010-11,Haryana,72,36,500
Sorghum (Jowar),2011-12,Haryana,65,33,507.69
Sorghum (Jowar),2012-13,Haryana,56,28,500
Sorghum (Jowar),2013-14,Haryana,72,40,555.56
Sorghum (Jowar),2014-15,Haryana,50,26,520
Sorghum (Jowar),2015-16,Haryana,53,28,528.3
Sorghum (Jowar),2016-17,Haryana,62,33,532.26
Sorghum (Jowar),2017-18,Haryana,48,24.91,519
Sorghum (Jowar),2018-19,Haryana,40.3,21.28,528
Sorghum (Jowar),2019-20,Haryana,29.9,15.79,528
Sorghum (Jowar),1966-67,Himachal Pradesh,,,
Sorghum (Jowar),1967-68,Himachal Pradesh,,,
Sorghum (Jowar),1968-69,Himachal Pradesh,,,
Sorghum (Jowar),1969-70,Himachal Pradesh,0.5,0.2,400
Sorghum (Jowar),1970-71,Himachal Pradesh,,,
Sorghum (Jowar),1971-72,Himachal Pradesh,,,
Sorghum (Jowar),1972-73,Himachal Pradesh,,,
Sorghum (Jowar),1973-74,Himachal Pradesh,,,
Sorghum (Jowar),1974-75,Himachal Pradesh,,,
Sorghum (Jowar),1975-76,Himachal Pradesh,,,
Sorghum (Jowar),1976-77,Himachal Pradesh,,,
Sorghum (Jowar),1977-78,Himachal Pradesh,,,
Sorghum (Jowar),1978-79,Himachal Pradesh,,,
Sorghum (Jowar),1979-80,Himachal Pradesh,,,
Sorghum (Jowar),1980-81,Himachal Pradesh,,,
Sorghum (Jowar),1981-82,Himachal Pradesh,0.6,0.2,333.33
Sorghum (Jowar),1982-83,Himachal Pradesh,1.2,0.2,166.67
Sorghum (Jowar),1983-84,Himachal Pradesh,0.1,,0
Sorghum (Jowar),1984-85,Himachal Pradesh,0.2,0.1,500
Sorghum (Jowar),1985-86,Himachal Pradesh,0.2,0.1,500
Sorghum (Jowar),1986-87,Himachal Pradesh,0.2,,0
Sorghum (Jowar),1987-88,Himachal Pradesh,0.2,,0
Sorghum (Jowar),1988-89,Himachal Pradesh,,,
Sorghum (Jowar),1989-90,Himachal Pradesh,,,
Sorghum (Jowar),1990-91,Himachal Pradesh,,,
Sorghum (Jowar),1991-92,Himachal Pradesh,,,
Sorghum (Jowar),1992-93,Himachal Pradesh,,,
Sorghum (Jowar),1993-94,Himachal Pradesh,,,
Sorghum (Jowar),1994-95,Himachal Pradesh,,,
Sorghum (Jowar),1995-96,Himachal Pradesh,,,
Sorghum (Jowar),1996-97,Himachal Pradesh,,,
Sorghum (Jowar),1997-98,Himachal Pradesh,,,
Sorghum (Jowar),1998-99,Himachal Pradesh,,,
Sorghum (Jowar),1999-00,Himachal Pradesh,,,
Sorghum (Jowar),2000-01,Himachal Pradesh,,,
Sorghum (Jowar),2001-02,Himachal Pradesh,,,
Sorghum (Jowar),2002-03,Himachal Pradesh,,,
Sorghum (Jowar),2003-04,Himachal Pradesh,,,
Sorghum (Jowar),2004-05,Himachal Pradesh,,,
Sorghum (Jowar),2005-06,Himachal Pradesh,,,
Sorghum (Jowar),2006-07,Himachal Pradesh,,,
Sorghum (Jowar),2007-08,Himachal Pradesh,,,
Sorghum (Jowar),2008-09,Himachal Pradesh,,,
Sorghum (Jowar),2009-10,Himachal Pradesh,,,
Sorghum (Jowar),2010-11,Himachal Pradesh,,,
Sorghum (Jowar),2011-12,Himachal Pradesh,,,
Sorghum (Jowar),2012-13,Himachal Pradesh,,,
Sorghum (Jowar),2013-14,Himachal Pradesh,,,
Sorghum (Jowar),2014-15,Himachal Pradesh,,,
Sorghum (Jowar),2015-16,Himachal Pradesh,,,
Sorghum (Jowar),2016-17,Himachal Pradesh,,,
Sorghum (Jowar),2017-18,Himachal Pradesh,,,
Sorghum (Jowar),1966-67,Jammu & Kashmir,0.3,0.2,666.67
Sorghum (Jowar),1967-68,Jammu & Kashmir,0.2,0.1,500
Sorghum (Jowar),1968-69,Jammu & Kashmir,0.2,0.1,500
Sorghum (Jowar),1969-70,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1970-71,Jammu & Kashmir,0.1,,0
Sorghum (Jowar),1971-72,Jammu & Kashmir,0.1,,0
Sorghum (Jowar),1972-73,Jammu & Kashmir,0.2,0.1,500
Sorghum (Jowar),1973-74,Jammu & Kashmir,1.4,0.6,428.57
Sorghum (Jowar),1974-75,Jammu & Kashmir,0.6,0.4,666.67
Sorghum (Jowar),1975-76,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1976-77,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1977-78,Jammu & Kashmir,0.8,0.4,500
Sorghum (Jowar),1978-79,Jammu & Kashmir,0.2,0.1,500
Sorghum (Jowar),1979-80,Jammu & Kashmir,,,
Sorghum (Jowar),1980-81,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1981-82,Jammu & Kashmir,0.3,0.2,666.67
Sorghum (Jowar),1982-83,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1983-84,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1984-85,Jammu & Kashmir,,,
Sorghum (Jowar),1985-86,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1986-87,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1987-88,Jammu & Kashmir,0.1,0.1,"1,000.00"
Sorghum (Jowar),1988-89,Jammu & Kashmir,,,
Sorghum (Jowar),1989-90,Jammu & Kashmir,,,
Sorghum (Jowar),1990-91,Jammu & Kashmir,,,
Sorghum (Jowar),1991-92,Jammu & Kashmir,,,
Sorghum (Jowar),1992-93,Jammu & Kashmir,,,
Sorghum (Jowar),1993-94,Jammu & Kashmir,,,
Sorghum (Jowar),1994-95,Jammu & Kashmir,,,
Sorghum (Jowar),1995-96,Jammu & Kashmir,,,
Sorghum (Jowar),1996-97,Jammu & Kashmir,,,
Sorghum (Jowar),1997-98,Jammu & Kashmir,,,
Sorghum (Jowar),1998-99,Jammu & Kashmir,,,
Sorghum (Jowar),1999-00,Jammu & Kashmir,,,
Sorghum (Jowar),2000-01,Jammu & Kashmir,,,
Sorghum (Jowar),2001-02,Jammu & Kashmir,,,
Sorghum (Jowar),2002-03,Jammu & Kashmir,,,
Sorghum (Jowar),2003-04,Jammu & Kashmir,,0,
Sorghum (Jowar),2004-05,Jammu & Kashmir,6,3.6,600
Sorghum (Jowar),2005-06,Jammu & Kashmir,1.4,0.4,285.71
Sorghum (Jowar),2006-07,Jammu & Kashmir,6,4,666.67
Sorghum (Jowar),2007-08,Jammu & Kashmir,4,2,500
Sorghum (Jowar),2008-09,Jammu & Kashmir,4.4,2.5,568.18
Sorghum (Jowar),2009-10,Jammu & Kashmir,4.4,2.5,568.18
Sorghum (Jowar),2010-11,Jammu & Kashmir,0.06,0.03,526.32
Sorghum (Jowar),2011-12,Jammu & Kashmir,,,
Sorghum (Jowar),2012-13,Jammu & Kashmir,,,
Sorghum (Jowar),2013-14,Jammu & Kashmir,,,
Sorghum (Jowar),2014-15,Jammu & Kashmir,,,
Sorghum (Jowar),2015-16,Jammu & Kashmir,,,
Sorghum (Jowar),2016-17,Jammu & Kashmir,,,
Sorghum (Jowar),2017-18,Jammu & Kashmir,0.06,0.04,666.67
Sorghum (Jowar),2018-19,Jammu & Kashmir,0,0,
Sorghum (Jowar),2019-20,Jammu & Kashmir,0,0,
Sorghum (Jowar),2000-01,Jharkhand,3.9,2.3,589.74
Sorghum (Jowar),2001-02,Jharkhand,3.9,2.3,589.74
Sorghum (Jowar),2002-03,Jharkhand,0,0,
Sorghum (Jowar),2003-04,Jharkhand,1,2,"2,000.00"
Sorghum (Jowar),2004-05,Jharkhand,2.2,1.7,772.73
Sorghum (Jowar),2005-06,Jharkhand,0.3,0.2,666.67
Sorghum (Jowar),2006-07,Jharkhand,0.5,0.3,600
Sorghum (Jowar),2007-08,Jharkhand,0.6,0.3,500
Sorghum (Jowar),2008-09,Jharkhand,0.5,0.3,600
Sorghum (Jowar),2009-10,Jharkhand,0.2,0.1,500
Sorghum (Jowar),2010-11,Jharkhand,0.31,0.11,362.75
Sorghum (Jowar),2011-12,Jharkhand,1.09,0.55,502.29
Sorghum (Jowar),2012-13,Jharkhand,1.5,1.12,746.67
Sorghum (Jowar),2013-14,Jharkhand,0.5,0.28,552
Sorghum (Jowar),2014-15,Jharkhand,0.54,0.29,537.04
Sorghum (Jowar),2015-16,Jharkhand,2.07,1.23,593.61
Sorghum (Jowar),2016-17,Jharkhand,3.95,2.74,694.08
Sorghum (Jowar),2017-18,Jharkhand,3.33,2.21,664
Sorghum (Jowar),2018-19,Jharkhand,2.05,1.4,685
Sorghum (Jowar),2019-20,Jharkhand,1.8,1.35,751
Sorghum (Jowar),1966-67,Karnataka,"2,724.20","1,428.40",524.34
Sorghum (Jowar),1967-68,Karnataka,"2,665.10","1,438.50",539.75
Sorghum (Jowar),1968-69,Karnataka,"3,071.30","1,637.00",533
Sorghum (Jowar),1969-70,Karnataka,"3,153.90","1,800.00",570.72
Sorghum (Jowar),1970-71,Karnataka,"2,594.20","2,023.80",780.12
Sorghum (Jowar),1971-72,Karnataka,"2,419.70","1,861.40",769.27
Sorghum (Jowar),1972-73,Karnataka,"1,793.50","1,081.80",603.18
Sorghum (Jowar),1973-74,Karnataka,"2,139.90","1,848.20",863.69
Sorghum (Jowar),1974-75,Karnataka,"2,178.00","1,804.20",828.37
Sorghum (Jowar),1975-76,Karnataka,"2,016.00","1,694.70",840.63
Sorghum (Jowar),1976-77,Karnataka,"1,728.90","1,180.30",682.69
Sorghum (Jowar),1977-78,Karnataka,"2,012.60","1,901.60",944.85
Sorghum (Jowar),1978-79,Karnataka,"1,994.40","1,767.10",886.03
Sorghum (Jowar),1979-80,Karnataka,"1,931.80","1,839.20",952.07
Sorghum (Jowar),1980-81,Karnataka,"1,648.00","1,269.20",770.15
Sorghum (Jowar),1981-82,Karnataka,"2,113.60","1,792.40",848.03
Sorghum (Jowar),1982-83,Karnataka,"2,252.80","1,599.30",709.92
Sorghum (Jowar),1983-84,Karnataka,"2,250.80","1,788.30",794.52
Sorghum (Jowar),1984-85,Karnataka,"2,343.90","1,745.30",744.61
Sorghum (Jowar),1985-86,Karnataka,"2,318.50","1,473.60",635.58
Sorghum (Jowar),1986-87,Karnataka,"2,639.70","2,108.40",798.73
Sorghum (Jowar),1987-88,Karnataka,"2,465.20","1,570.50",637.07
Sorghum (Jowar),1988-89,Karnataka,"2,105.80","1,537.60",730.17
Sorghum (Jowar),1989-90,Karnataka,"2,338.90","1,627.30",695.75
Sorghum (Jowar),1990-91,Karnataka,"2,154.60","1,353.30",628.1
Sorghum (Jowar),1991-92,Karnataka,"2,086.10","1,707.10",818.32
Sorghum (Jowar),1992-93,Karnataka,"2,306.10","1,925.90",835.13
Sorghum (Jowar),1993-94,Karnataka,"2,086.10","1,895.20",908.49
Sorghum (Jowar),1994-95,Karnataka,"2,165.40","1,637.90",756.4
Sorghum (Jowar),1995-96,Karnataka,"1,976.30","1,717.50",869.05
Sorghum (Jowar),1996-97,Karnataka,"1,998.50","1,897.70",949.56
Sorghum (Jowar),1997-98,Karnataka,"1,897.00","1,254.00",661.04
Sorghum (Jowar),1998-99,Karnataka,"1,849.90","1,643.20",888.26
Sorghum (Jowar),1999-00,Karnataka,"2,023.70","1,790.70",884.86
Sorghum (Jowar),2000-01,Karnataka,"1,782.30","1,546.90",867.92
Sorghum (Jowar),2001-02,Karnataka,"1,790.50","1,372.10",766.32
Sorghum (Jowar),2002-03,Karnataka,"1,786.30","1,224.90",685.72
Sorghum (Jowar),2003-04,Karnataka,"1,698.20",781.1,459.96
Sorghum (Jowar),2004-05,Karnataka,"1,662.00","1,435.00",863.42
Sorghum (Jowar),2005-06,Karnataka,"1,520.00","1,665.00","1,095.39"
Sorghum (Jowar),2006-07,Karnataka,"1,419.00","1,312.00",924.59
Sorghum (Jowar),2007-08,Karnataka,"1,382.00","1,819.00","1,316.21"
Sorghum (Jowar),2008-09,Karnataka,"1,382.00","1,629.00","1,178.73"
Sorghum (Jowar),2009-10,Karnataka,"1,369.00","1,406.00","1,027.03"
Sorghum (Jowar),2010-11,Karnataka,"1,243.00","1,467.00","1,180.21"
Sorghum (Jowar),2011-12,Karnataka,"1,142.00","1,166.00","1,021.02"
Sorghum (Jowar),2012-13,Karnataka,"1,263.00","1,315.00","1,041.17"
Sorghum (Jowar),2013-14,Karnataka,"1,139.00","1,317.00","1,156.28"
Sorghum (Jowar),2014-15,Karnataka,"1,047.00","1,174.00","1,121.30"
Sorghum (Jowar),2015-16,Karnataka,"1,104.00",954.96,865
Sorghum (Jowar),2016-17,Karnataka,948,846,892.41
Sorghum (Jowar),2017-18,Karnataka,"1,088.00","1,140.33","1,048.10"
Sorghum (Jowar),2018-19,Karnataka,943.35,891.69,945.23
Sorghum (Jowar),2019-20,Karnataka,826.6,986.98,"1,194.03"
Sorghum (Jowar),1966-67,Kerala,1.2,0.5,416.67
Sorghum (Jowar),1967-68,Kerala,1.2,0.5,416.67
Sorghum (Jowar),1968-69,Kerala,1.2,0.5,416.67
Sorghum (Jowar),1969-70,Kerala,1.5,0.6,400
Sorghum (Jowar),1970-71,Kerala,1.5,0.8,533.33
Sorghum (Jowar),1971-72,Kerala,1.5,0.8,533.33
Sorghum (Jowar),1972-73,Kerala,1.5,0.6,400
Sorghum (Jowar),1973-74,Kerala,1.5,0.6,400
Sorghum (Jowar),1974-75,Kerala,1.4,0.6,428.57
Sorghum (Jowar),1975-76,Kerala,1.4,0.6,428.57
Sorghum (Jowar),1976-77,Kerala,2,0.9,450
Sorghum (Jowar),1977-78,Kerala,1.9,0.9,473.68
Sorghum (Jowar),1978-79,Kerala,1.9,0.9,473.68
Sorghum (Jowar),1979-80,Kerala,1.9,0.9,473.68
Sorghum (Jowar),1980-81,Kerala,1.9,0.9,473.68
Sorghum (Jowar),1981-82,Kerala,1.9,0.8,421.05
Sorghum (Jowar),1982-83,Kerala,1.2,0.5,416.67
Sorghum (Jowar),1983-84,Kerala,1.2,0.5,416.67
Sorghum (Jowar),1984-85,Kerala,1.8,0.9,500
Sorghum (Jowar),1985-86,Kerala,1.5,0.8,533.33
Sorghum (Jowar),1986-87,Kerala,1.5,0.7,466.67
Sorghum (Jowar),1987-88,Kerala,1.5,0.8,533.33
Sorghum (Jowar),1988-89,Kerala,2.5,1.3,520
Sorghum (Jowar),1989-90,Kerala,4.1,2.1,512.2
Sorghum (Jowar),1990-91,Kerala,4.5,2.3,511.11
Sorghum (Jowar),1991-92,Kerala,4.6,2.3,500
Sorghum (Jowar),1992-93,Kerala,5.2,2.7,519.23
Sorghum (Jowar),1993-94,Kerala,5.8,3,517.24
Sorghum (Jowar),1994-95,Kerala,5.3,2.7,509.43
Sorghum (Jowar),1995-96,Kerala,5.2,2.6,500
Sorghum (Jowar),1996-97,Kerala,4.3,2.4,558.14
Sorghum (Jowar),1997-98,Kerala,4.1,2.2,536.59
Sorghum (Jowar),1998-99,Kerala,2.9,1.5,517.24
Sorghum (Jowar),1999-00,Kerala,2.2,1.1,500
Sorghum (Jowar),2000-01,Kerala,0.5,0.2,400
Sorghum (Jowar),2001-02,Kerala,2.9,1.5,517.24
Sorghum (Jowar),2002-03,Kerala,2.6,1.3,500
Sorghum (Jowar),2003-04,Kerala,2.1,1.1,523.81
Sorghum (Jowar),2004-05,Kerala,0.7,0.3,428.57
Sorghum (Jowar),2005-06,Kerala,2.5,1.2,480
Sorghum (Jowar),2006-07,Kerala,0,0.1,
Sorghum (Jowar),2007-08,Kerala,3.1,1.6,516.13
Sorghum (Jowar),2008-09,Kerala,2.3,1.2,521.74
Sorghum (Jowar),2009-10,Kerala,2.55,1.9,745.98
Sorghum (Jowar),2010-11,Kerala,2.2,1.1,500
Sorghum (Jowar),2011-12,Kerala,0.28,0.22,785.71
Sorghum (Jowar),2012-13,Kerala,0.2,0.11,550
Sorghum (Jowar),2013-14,Kerala,0.15,0.1,666.67
Sorghum (Jowar),2014-15,Kerala,0.17,0.13,764.71
Sorghum (Jowar),2015-16,Kerala,0.18,0.13,741.57
Sorghum (Jowar),2016-17,Kerala,0.14,0.11,785.71
Sorghum (Jowar),2017-18,Kerala,0.17,0.14,799
Sorghum (Jowar),2018-19,Kerala,0.21,0.17,817.1
Sorghum (Jowar),2019-20,Kerala,0.29,0.24,824.56
Sorghum (Jowar),1966-67,Madhya Pradesh,"2,288.70","1,380.90",603.36
Sorghum (Jowar),1967-68,Madhya Pradesh,"2,515.40","2,083.70",828.38
